INCITS,State,County,Other,Unnamed,Road,Street,County Road,Avenue,Drive,State Highway,State Route,U.S. Highway,Lane,Highway,Interstate,State Road,County Highway,Trail,National Forest System Road,Court,Boulevard,Way,Farm to Market Road,Circle,Place,Parkway,Loop,Township Road,Terrace,Forest,Freeway,Pike,Forest Service Road,Creek,Old Highway,Expressway,Ridge,Run,Hollow,Alley,Old U.S. Highway,Cove,Bureau of Land Management Road,Park,Point,Hill,Path,Viaduct,Fork,Crossing,Bypass,Trace,River,Canyon,Spur,Pass,Branch,Route,Lake,Prairie,View,Vista,Bend,Valley,Mountain,Heights,Square,Ranch,Plaza,Bridge,Landing,Row,Grove,Spring,Glen,Pine,Walk,Estates,Springs,Camp,Village,Hills,Flat,Mount,Lodge,Center,Island,Meadows,Manor,Rue,Estate,Crescent,Bluff,Causeway,Fort,Green,Key,Gateway,Club,Station,Mill,Meadow,Knoll,Roads,Top Street Type
01001,AL,Autauga County,470.7337251831109,107.31139033518689,195.33142303196578,72.64603638477548,576.1755540511044,8.27073544001963,115.5988623146529,0.0,71.49246962317883,56.81234584794166,43.66227768562173,37.99930877015142,32.61216675782511,0.0,0.0,5.112190332815847,0.0,17.25381718717124,4.425310281868066,6.442032794263774,0.0,6.435272835340477,6.435457283092738,2.876028022367277,7.205666596436288,0.0,0.9064086212437373,0.0,0.0,0.0,0.0,0.0,0.6260698128901212,0.0,3.929951560613611,0.6684939005621666,0.0,0.13965298699744527,0.0,0.11898733544641672,0.0,0.39750151003172235,0.04164226014717252,0.7406709130686275,0.0,0.0,0.0,0.514838750688135,0.0,1.4487080937293189,0.0,0.0,0.0,0.633515705616216,0.0,0.31085481026629924,0.0,0.0,0.9236210215422509,0.22321808012746752,0.4991615459942911,0.0,0.0,0.09173986053751461,0.0,0.0,0.0,0.0,1.8079215389802792,0.0,0.0,1.659371211192044,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3367056470925684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.30755035215393184,0.0,0.0,0.0,0.0,0.0,County Road
01003,AL,Baldwin County,26.529190524907534,1018.9707953259473,1217.7273582937798,245.00122502529678,617.5587978976273,232.00485045725517,368.573825149407,8.420689028347605,392.05231770584766,163.73254339805564,344.66643722602254,21.135527103075724,119.49808745657717,0.0,0.0,40.392786852070635,0.0,56.65322386702518,90.84088809658752,24.867325227284084,0.0,62.52436598616887,16.89829294734902,37.84837745098144,40.63435396975743,0.0,1.5679730456945424,0.0,0.0,0.33489422014957676,0.0,0.196239197380147,1.1935246577689749,30.522276276792866,2.780521794098822,6.354834031130364,0.0,0.2850052829214909,0.0,2.1860278402413376,0.0,0.7399820144012842,0.6636114934781965,0.6976171492704099,0.13699423126912919,0.4044401714349688,0.0,0.7362477328699122,9.49454898332602,5.52044010849085,0.1936047060902962,0.0,0.0,0.3290041052528997,0.9182945992508691,2.328531784541898,0.0,0.0,0.6233891015925517,0.0,1.0899251639686853,0.0,0.0,0.11474884711627112,1.122144906867947,0.0,0.0,11.249999735910814,1.14707464778876,0.11397149489428876,0.4264563776314151,0.0,0.10572896179904014,0.06721187763087128,0.19101447308168856,0.3496609964967809,0.0,0.0,0.45044089728813336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1780604480995539,0.0,0.0,0.0,0.25091268102462866,0.0,0.0,0.0,0.34626108732556926,0.0,4.599388799403464,0.0,0.0,0.0,0.0,0.0,Road
01005,AL,Barbour County,22.941907049844993,295.1757222896298,527.5514853719267,48.04666449415677,287.1588146029241,79.87722640396998,56.0818646107307,18.89225323260178,171.23525178087078,81.04804970859432,24.711658451530628,34.71934875358654,0.0,0.0,0.0,2.149377526212742,0.0,2.198753719015824,3.8507947439420036,2.5020355392093125,0.0,13.34036814703486,1.4212558419014245,0.6500213946761584,4.650125089299483,0.0,0.0,0.0,0.0,0.0,0.0,0.3973991831123058,4.053694163732958,0.0,0.0,0.028644662094085515,0.0,0.38069192805269136,0.0,0.6529210095482165,0.0,0.19302493765058468,0.0,0.0,0.0,0.0,0.0,0.0,3.5443087883363393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0079448580235435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.605199003873465,0.0,0.0,0.0,0.2252989240690473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9440749679994905,0.0,0.04572569004787391,0.0,0.0,0.0,Road
01007,AL,Bibb County,109.08475662040617,191.42324262486193,413.79213362036904,29.059735057769014,304.1948982054227,12.323905271109952,62.56699278587847,0.0,163.40904398410663,48.71360492487218,49.0445893681512,10.656988308158619,0.0,0.0,0.0,6.826644214300088,0.0,0.5351257347673216,0.921356273363304,4.410992801324613,0.0,6.946172329934595,1.8829065915326035,9.014592732975201,13.57251235666617,0.0,0.41000138229051997,0.0,0.0,0.0,0.0,2.8589124997485835,8.36609423614929,0.0,16.959198359462253,2.3182215467100282,2.658869969394643,0.10258120535506697,0.0,1.573384220133819,0.0,0.0,0.39301340817315933,1.5366039980134105,0.0501317433466834,0.0,0.0,2.54480952577398,5.934949391136448,4.400230015224027,0.0,0.0,0.0,11.274270971056609,0.13390882736313214,0.0,0.0,0.0,0.7746330261810113,0.0,0.610766532456751,0.24045687801578808,0.0,0.9233747469444993,0.08593664697323561,0.0,0.0,0.0,0.1219712289460718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7199296621646678,0.10689426714289596,0.0,0.6929311235635489,0.0,0.0,0.0,0.0,0.0,0.0,1.110465522785121,0.0,0.8707772954544744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Road
01009,AL,Blount County,4.0292061744357754,247.9854491863985,789.3418749715468,34.33697453406405,213.73884129169411,26.571724365393504,170.03127973838212,71.7788413836431,118.3779140667682,70.26340636371953,90.2497249309204,27.017797920631754,13.69168458800318,0.0,44.18208668082687,44.3766467476323,0.0,2.562796461418306,4.741951932074745,3.2671334961576566,0.0,39.003192611617834,0.8432928237157932,6.068863209017046,12.306573767495841,0.0,1.3432773195808332,0.0,0.0,0.8274378976070496,0.0,0.1242270541536043,0.38025186948641987,0.0,0.46680332662961593,2.478901919602598,0.0,0.3301295099269534,0.0,0.18367242542027348,0.0,0.10994383672034294,0.4269091478471103,0.36993222798971476,0.0,0.0,0.0,1.1738324178742612,0.0,0.447817025052903,0.0,0.0,0.0,0.6719276306260032,0.3778241321749691,0.0,0.0,0.0,0.12218036398635031,0.0,1.7080100096113993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07444124557628745,0.0,0.0,0.0,0.0,0.1756948276783432,0.0,0.353832035572494,0.0633944394145104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2945185037492326,0.0,0.0,0.0,0.0,0.0,0.011244497000021671,0.0,0.0,0.0,0.0,0.0,Road
01011,AL,Bullock County,317.6238944354416,206.67363940362168,131.07465524720058,22.849470039978605,359.0513535922724,12.684257927145106,12.559817591987105,0.0,142.3442443151987,72.41779202564999,15.793721730237722,7.130282374259369,0.0,0.0,0.0,4.92836687087306,0.0,1.1063500676497289,5.1646986607264385,0.01930993604444429,0.0,6.948436435579467,0.012716837037424333,0.0,0.319659471919109,0.0,0.0,0.0,0.0,1.038381608222311,0.0,0.4407720398103905,0.0,0.0,0.2291326336843944,0.0,0.0,0.0,0.0,0.0,0.0,0.20241279596572176,0.0,0.441607505232384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,County Road
01013,AL,Butler County,12.169653220806962,360.1006213839131,799.0800633785531,71.04286447651705,450.62189041451467,24.361037876432512,29.92243083105612,0.0,121.29917642139928,35.82627333797967,40.15675441652627,39.97782382956818,69.30209285772798,0.0,7.572538409883462,16.22477453269615,0.0,1.9422292801355823,3.5624324360931876,2.075379555474135,0.0,4.012654717853234,0.23815263987479424,3.2469998150774386,16.085556061242766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42799340596181584,0.0,0.007977094803389054,0.6364177673737051,0.0,0.0,0.0,0.0,0.0,2.3687174483907287,0.0,0.0,0.0,0.0,0.0,0.0,2.566839539437427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3768352440430362,0.18882377996385277,0.0,0.2384973222058122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3540897184121115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0810502605477947,0.40462687503926764,0.0,0.0,0.0,Road
01015,AL,Calhoun County,12.382312994876145,763.0830089731171,750.1916206110777,255.52333130815504,137.89463842845362,182.6699897179889,261.77648686986146,0.0,218.03022708121154,91.15035398072483,109.2340657147483,44.57634951337114,22.541551336759348,0.0,0.0,45.6239418413509,0.0,9.034803403334772,29.625356644029438,18.35025525680529,0.0,32.34142439498301,9.144420597596355,6.043589701397423,2.714882483291981,0.0,3.271401161679742,0.0,0.0,0.0,3.853166728741199,1.615290277846322,2.3517837413489477,0.0,1.3902059530925654,0.3609814659511133,0.16770442720494005,1.0189541603506251,1.2097148306894512,1.533127645921572,0.0,0.11656164981463177,0.32126210760012086,0.48947458380772485,0.6143304159230343,0.0,0.0,2.3272349169066686,10.359526383377899,3.8145100405612355,0.0,0.0,0.0,2.7763822538478196,0.0,0.0,0.19829162656845267,0.0,0.12845765458639843,0.0,4.250154408674364,0.0,0.2554862951197218,2.426071592925368,0.7763325757053188,0.0,0.33774410337357447,0.0,0.16558316032716744,0.22173826736159785,0.9220005595926827,1.4741566051269948,0.0,0.0,0.0,0.016504317770161155,0.434281286835492,0.25245057062523446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2367701336299417,0.02138532915886674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Road
01017,AL,Chambers County,654.8387789397661,168.46660070865954,90.00486226828613,112.92204775221946,755.1962143915711,91.10329412057838,30.129257284963973,2.028894495874064,91.88042917685388,45.7034879733815,3.3959595552065744,16.626502324395204,21.31439449850566,0.0,0.0,0.0,0.0,6.488427779112568,10.232376585523559,1.2511802799768172,0.0,4.071103051113347,5.962579218280249,24.067659135149867,0.30275894498687994,0.0,0.5690401148005749,0.0,0.0,0.0,0.0,0.14314287959539576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5269496702126419,0.0,0.543296909076408,0.06947654298242316,1.0291651908264567,0.0,0.0,0.0,0.0,6.234139929163485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2826498521447389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18859079989093225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,County Road
01019,AL,Cherokee County,524.344872911972,315.7418381708854,52.70614904038392,54.79450656978088,945.6071813407974,15.81336093591514,39.71775592269507,0.0,142.63558859226657,50.61743350089626,7.802816491834057,22.019629777118347,0.0,0.0,1.2020723656238792,0.029817194145911118,0.0,1.0240124862738176,9.386473573851182,0.11215694667228968,0.0,4.61494172442441,0.0,2.368127590585381,1.3524176079964412,0.0,0.0,2.055686456435967,0.0,0.0,0.0,0.0,2.044831631738418,0.0,0.0,0.47407963347852194,0.0,0.0,0.0,0.8632844613161341,0.0,0.018912478951919026,0.3221443942665301,0.22224507716397413,0.0,0.0,0.0,0.0,4.43264023761166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03680428990011359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1656477060131893,0.0,0.0,0.0,0.07965224969467205,0.0,0.0582243678587609,0.15929977019037844,0.0,0.0,0.0,0.0,0.0,0.015587327566450733,0.0,0.0,0.42901368483452956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,County Road
